_id	yomi	wordJpn	wordLao	typeLaoScript
4249	せっとうじ	接頭辞	ຄຳຕໍ່ຫນ້າສັບ	kham toh1 hnaa2 sap
4250	せつび	設備	ອຸປະກອນ	u pa kohn
4251	せつびじ	接尾辞	ຄຳເຕີມທ້າຍສັບ	kham term thaay2 sap
4252	せつぼう	切望	ປາດຖະໜາ	paat hka hnaa
4253	せつめい	説明	ອະທິບາຍ	a thi baay
4254	せつやく	節約	ປະຫຍັດ	pa hyat
4255	せつりつ	設立	ສ້າງຂື້ນ	saang2 hkeun2
4256	せなか	背中	ຫລັງ	hlang
4257	せねがる	セネガル	ແຊເນການ	xae nee kaan
4258	せぱたくろー	セパ・タクロー	ກະຕໍ້	ka toh2
4259	せびろ	背広	ຊຸດ	xut
4260	せまい	狭い	ແຄບ	khaep
4261	せみ	蝉	ຈັກຈັ່ນ	jak 1-Jan
4262	せみなー	セミナー	ສຳມະນາ	sam ma naa
4263	せむし	せむし	ຫລັງກົ່ງ	hlang kong1
4264	せめる	攻める	ໂຈມຕີ	joon tii
4265	せめんと	セメント	ປູນຊີມັງ	puun xii mang
4266	ぜりー	ゼリー	ວຸ້ນ	wun2
4267	せりふ	台詞	ຄຳເວົ້າຂອງບົດລະຄອນ	kham wao2 hkohng bot la khohn
4268	せる	セル	ແຊວ	xaew
4269	せる	せる	ໃຫ້~(ເຮັດ)	hhay2 het
4270	せるびあ	セルビア	ແຊກບີ	xaek bii
4271	ぜろ	ゼロ（=零）	ສູນ	suun
4272	せろてーぷ	セロ・テープ	ສະກັອດໃສ	sa ko't say
4273	せろてーぷ	セロ・テープ	ເທັບໃສ	thep say
4274	せわ	世話	ດູແລ	duu lae
4275	せわ	世話	ລ້ຽງ	liang2
4276	せん	線	ສາຍ	saay
4277	せん	千（=1,000）	ຫນຶ່ງພັນ	hnueng1 phan
4278	せん	線	ເສັ້ນ	sen2
4279	せん	先	ແລ້ວມານີ້	laew2 maa nii2
4280	ぜん	善	ຄວາມດີ	khwaam dii
4281	ぜん	全（～）	ທັງ	thang
4282	せんいん	船員	ລູກເຮືອ	luuk heua
4283	ぜんいん	全員	ທຸກຄົນ	thuk khon
4284	せんかん	戦艦	ເຮືອຮົບ	heua hop
4285	せんがん	洗顔	ລ້າງຫນ້າ	laang2 hnaa2
4286	せんきょ	選挙	ເລືອກຕັ້ງ	leuak tang2
4287	せんげつ	先月	ເດືອນທີ່ແລ້ວ	deuan thii1 laew2
4288	せんげつ	先月	ເດືອນແລ້ວ	deuan laew2
4289	せんげん	宣言	ປະກາດ	pa kat
4290	せんご	戦後	ຫລັງຈາກສົງຄາມໂລກ	hlang jaak song khaan look
4291	せんこう	線香	ທູບ	thuup
4292	せんこう	専攻	ວິຊາສະເພາະ	wi xaa sa pho'
4293	せんこう	専攻	ວິຊາເອກ	wi xaa eek
4294	ぜんこく	全国	ທົ່ວປະເທດ	thua1 pa theet
4295	せんざい	洗剤	ນ້ຳຢາລ້າງຈານ	nam2 yaa laang2 jaan
4296	せんざい	洗剤	ສະບູຝຸ່ນ	sa buu fun1
4297	せんざい	潜在	ແຝງຢູ່	hfaeng yuu1
4298	せんざい	洗剤	ແຟັບ	fe'p
4299	せんじつ	先日	ມື້ກ່ອນນັ້ນ	meu2 kohn1 nan2
4300	せんしゃ	戦車	ລົດຖັງ	lot htang
4301	せんしゃ	洗車	ລ້າງລົດ	laang2 lot
4302	せんしゅ	選手	ນັກກິລາ	nak ki laa
4303	せんしゅう	先週	ອາທິດແລ້ວ	aa thit laew2
4304	せんしょく	染色	ຍ້ອມ	nyohm2
4305	せんす	扇子	ວີ	wii
4306	せんすい	潜水	ມຸດນ້ຳ	mut nam2
4307	せんすいかん	潜水艦	ເຮືອດຳນ້ຳ	heua dam nam2
4308	せんせい	先生	ຄູ	khuu
4309	せんせい	先生	ຄູສອນ	khuu sohn
4310	せんせい	先生	ອາຈານ	aa jaan
4311	ぜんせかい	全世界	ທົ່ວທັງໂລກ	thua1 thang look
4312	せんぜん	戦前	ກ່ອນສົງຄາມໂລກ	kohn1 song khaan look
4313	ぜんぜん	全然（～ない）	ຈັກດີ້	jak dii2
4314	せんぞ	先祖	ບັນພະບູລຸດ	ban pha buu lut
4315	せんそう	戦争	ສົງຄາມ	song khaam
4316	ぜんそく	ぜんそく	ໂລກຫືດ	look hheut
4317	せんたー	センター	ສູນ	suun
4318	ぜんたい	全体	ທັງຫມົດ	thang hmot
4319	せんたく	洗濯	ຊັກເຄື່ອງ	xak kheuang1
4320	せんたく	選択	ເລືອກ	leuak
4321	せんたくかもく	選択科目	ວິຊາເລືອກ	wi xaa leuak
4322	せんたくき	洗濯機	ເຄື່ອງຈັກຊັກຜ້າ	kheuang1 jak xak hpa2
4323	せんたくせっけん	洗濯石鹸	ແຟນຊັກເຄື່ອງ	faen xak kheuang1
4324	せんたくはんい	選択範囲	ສິ່ງທີ່ເລືອກ	sing1 thii1 leuak
4325	せんたん	先端	ປາຍ	paay
4326	せんたん	先端	ສິ້ນສຸດ	sin2 sut
4327	せんち	（何）センチ	(ຈັກ)ຊັງຕີແມັດ	xang tii me't
4328	せんでん	宣伝	ໂຄສະນາ	khoo sa naa
4329	せんとうき	戦闘機	ເຮືອບິນໂຈມຕີ	heua bin joom tii
4330	せんとびんせんとぐれなでぃーん	セント・ビンセント・グレナディーン	ແຊັງແວັງຊັງແລະເກີນາດິນ	xe'ng we'ng xang le' ker naa din
4331	せんとるしあ	セント・ルシア	ແຊັງລຸຍຊີ	xe'ng luy xii
4332	せんにん	仙人	ລືສີ	leu sii
4333	せんぬき	栓抜き	ເຫລັກໄຂເບຍ	hlek hkai biay
4334	せんぱい	先輩	ລຸ້ນອ້າຍ	lun2 aay2
4335	せんぱつ	洗髪	ສະຜົມ	sa hpom
4336	せんばん	旋盤	ເຄື່ອງຊ່ຽນ	keuang1 xian1
4337	ぜんぶ	全部	ທັງຫມົດ	thang hmot
4338	せんぷうき	扇風機	ພັດລົມ	phat lom
4339	せんめんじょ	洗面所	ຫ້ອງນ້ຳ	hhohng2 nam2
4340	せんめんだい	洗面台	ອ່າງລ້າງຫນ້າ	aang1 laang2 hnaa2
4341	せんもん	専門	ວິຊາສະເພາະ	wi xaa sa pho'
4342	せんもん	専門	ວິສະວະກອນ	wi sa wa kohn
4343	せんもんか	専門家	ຜູ້ຊ່ຽວຊານ	hpuu2 xiaw1 xaan
4344	せんもんがっこう	専門学校	ໂຮງຮຽນຊັ້ນກາງ	hoong hian xan2 kaang
4345	せんもんがっこう	専門学校	ໂຮງຮຽນວິທະຍາໄລ	hoong hian wi tha nyaa lay
4346	せんろ	線路	ລາງລົດໄຟ	laang lot fai
4347	ぞい	沿い	ແຄມ	khaem
4348	そう	そう	ຈະ	ja
4349	そう	[こそあど]	ຢ່າງນັ້ນ	yaang1 nan2
4350	そう	そう	ເບິ່ງຄືວ່າ	boeng1 kheu waa1
4351	そう	[こそあど]	ແນວນັ້ນ	naew nan2
4352	ぞう	象/ゾウ	ຊ້າງ	xaang2
4353	そういう	[こそあど]	ຊະນິດນັ້ນ	xa nit nan2
4354	そういった	[こそあど]	ຊະນິດນັ້ນ	xa nit nan2
4355	ぞうか	増加	ເພີ່ມຂຶ້ນ	pherm1 hkuen2
4356	そうがんきょう	双眼鏡	ກ້ອງສ່ອງທາງໄກ	kohng2 sohng1 thaang kai
4357	そうぎ	葬儀	ພິທີເຜົາສົບ	phi thii hpao sop
4358	ぞうきん	雑巾	ຜ້າເຊັດພື້ນ	paa2 xet pheun2
4359	ぞうげ	象牙	ງາຊ້າງ	ngaa xaang2
4360	そうこ	倉庫	ສາງ	saang
4361	そうごう	総合	ທັງຫມົດ	thang hmot
4362	そうごりかい	相互理解	ເຂົ້າໃຈກັນດີ	hkao2 jay kan dii
4363	そうさ	操作	ບັນຊາເຄື່ອງຈັກ	ban xaa kheuang1 jak
4364	そうじ	掃除	ທຳຄວາມສະອາດ	tham khwaam sa aat
4365	そうじ	掃除	ອະນາໄມ	a naa mai
4366	そうしき	葬式	ພິທີເຜົາສົບ	phi thii hpao sop
4367	そうした	[こそあど]	ຊະນິດນັ້ນ	xa nit nan2
4368	そうして	[こそあど]	ເຊັ່ນນັ້ນ	xen1 nan2
4369	そうじゅう	操縦	ຂັບ	hkap
4370	そうじゅうしつ	操縦室	ຫ້ອງຄົນຄັບຍົນ	hhohng2 khon khap nyon
4371	そうすると	そうすると	ແລ້ວ	laew2
4372	そうぞう	想像	ຈິນຕະນາການ	jin ta naa kaan
4373	そうだ	そうだ	ແມ່ນແລ້ວ	maen1 laew2
4374	そうたい	早退	ເລີກເຊົ້າ	lerk xao2
4375	そうだん	相談	ປຶກສາ	puek saa
4376	そうです	そうです	ແມ່ນແລ້ວ	maen1 laew2
4377	そうですか	そうですか	ຊັ້ນບໍ	xan2 boh
4378	そうなん	遭難	ຫລົງທາງ	hlong thaang
4379	そうにゅう	挿入	ສອດ	soht
4380	そうべつかい	送別会	ງານລ້ຽງສົ່ງ	ngaan liang2 song1
4381	そうめん	素麺	ເຂົ້າປຸ້ນ	hkao2 pun2
4382	そうやって	[こそあど]	ຈັ່ງນັ້ນ	jang1 nan2
4383	そうりだいじん	総理大臣⇒首相ｼｭｼｮｳ	ນາຍົກລັດຖະມົນຕີ	naa nyok lat hta mon tii
4384	そうりょ	僧侶	ຄູບາ	khuu baa
4385	そうりょ	僧侶	ພະສົງ	pha song
4386	そうりょう	送料	ຄ່າສົ່ງ	khaa1 song1
4387	そえる	添える	ຕິດຄັດ	tit khat
4388	そえる	添える	ເນັບ	nep
4389	そーす	ソース	ນ້ຳຈີ້ມ	nam2 jiim2
4390	そーす	ソース	ແຈ່ວນ້ຳ	jaew1 nam2
4391	そーすぱん	ソース・パン	ຫມໍ້ຂາງ	hmoh2 hkaang
4392	そーせーじ	（ヨー）ソーセージ	ຫຍໍ່	hyoh1
4393	そーせーじ	ソーセージ	ໄສ້ກອກ	sai2 kohk
4394	そーせーじ	（すっぱい）ソーセージ	ໄສ້ອົ່ວ	sai2 ua1
4395	そーだすい	ソーダ水	ນ້ຳໂຊດາ	nam2 xoo daa
4396	そく	（何）足	(ຈັກ)ຄູ່	khuu1
4397	そくし	即死	ຕາຍຄາທີ່	taay khaa thii1
4398	そくたつ	速達	ຈົດຫມາຍດ່ວນ	jot hmaay duan1
4399	そくど	速度	ຄວາມໄວ	khwaam wai
4400	そくどけい	速度計	ເຄື່ອງວັດຄວາມໄວ	kheuang1 wat khwaam wai
4401	そくりょうぎし	測量技師	ຜູ້ກວດສອບລາງວັນ	hpuu2 kuat sohp laangwan
4402	そこ	[こそあど]	ທີ່ນັ້ນ	thii1 nan2
4403	そこ	底	ພື້ນ	pheun2
4404	そこで	[こそあど]	ຢູ່ນັ້ນ	yuu1 nan
4405	そこで	そこで	ສະນັ້ນ	sa nan2
4406	そこに	[こそあど]	ຢູ່ນັ້ນ	yuu1 nan
4407	そしき	組織	ອົງການຈັດຕັ້ງ	ong kaan jat tang2
4408	そして	そして	ຈຶ່ງ	jueng1
4409	そして	そして	ແລ້ວກໍ່	laew2 koh1
4410	そして	そして	ແລະ	le'
4411	そせん	祖先	ບັນພະບູລຸດ	ban pha buu lut
4412	そだつ	育つ	ຂະຫຍາຍໂຕ	hka hyaay too
4413	そだつ	育つ	ເຕີບໂຕ	terp too
4414	そだてる	育てる	ລ້ຽງ	liang2
4415	そちら	[こそあど]	ທີ່ນັ້ນ	thii1 nan2
4416	そちら	[こそあど]	ອັນນັ້ນ	an nan2
4417	そつぎょう	卒業	ສຳເລັດການສຶກສາ	sam let kaan suek saa
4418	そつぎょう	卒業	ຮຽນຈົບ	hian jop
4419	そっくり	そっくり	ຄືກັນ	kheu kan
4420	そっくり	そっくり	ທັງຫມົດ	thang hmot
4421	そっち	[こそあど]	ທີ່ນັ້ນ	thii1 nan2
4422	そっち	[こそあど]	ອັນນັ້ນ	an nan2
4423	そって	（～に）沿って	ຕາມ	taam
4424	そで	袖	ແຂນເສື້ອ	hkaen seua2
4425	そと	外	ຂ້າງນອກ	hkaang2 nohk
4426	そと	外	ນອກ	nohk
4427	そとがわ	外側	ທາງນອກ	thaang nohk
4428	そなえる	供える	ບູຊາ	buu xaa
4429	その	[こそあど]	ນັ້ນ	nan2
4430	そのあと	そのあと	ຫລັງຈາກນັ້ນແລ້ວ	hlang jaak nan2 laew2
4431	そのくらい	[こそあど]	ດົນປານນັ້ນ	don paan nan2
4432	そのたいろいろ	その他いろいろ	ອື່ນໆ	eun1 #
4433	そのとおり	その通り	ແມ່ນຄວາມ	maen1 khwaam
4434	そのとき	そのとき	ຕອນນັ້ນ	tohn nan2
4435	そのような	[こそあど]	ຊະນິດນັ້ນ	xa nit nan2
4436	そのように	[こそあど]	ຢ່າງນັ້ນ	yaang1 nan2
4437	そのようにして	[こそあど]	ແນວນັ້ນ	naew nan2
4438	そば	（～の）側	ຂ້າງໆ	hkaang2 #
4439	そふ	祖父（=父の父）	ປູ່	puu1
4440	そふ	祖父（=母の父）	ພໍ່ເຖົ້າ	phoh1 htao2
4441	そふぁー	ソファー	ຕັ່ງໂຊຟາ	tang1 xoo faa
4442	そふとどりんく	ソフト・ドリンク	ນ້ຳດື່ມ	nam2 deum1
4443	そぼ	祖母（=父の母）	ຍ່າ	nyaa1
4444	そぼ	祖母（=母の母）	ແມ່ເຖົ້າ	mae1 htao2
4445	そまつ	粗末	ບໍ່ດີ	boh1 dii
4446	そまりあ	ソマリア	ໂຊມາລີ	xoo maa lii
4447	そむく	背く	ຕໍ່ຕ້ານ	toh1 taan2
4448	そめる	染める	ຍ້ອມສີ	nyohm2 sii
4449	そら	空	ທ້ອງຟ້າ	thohng2 faa2
4450	そり	橇	ການເລື່ອນເທິງຫິມະ	kaan leuan1 thoeng hhi ma
4451	そる	剃る	ແຖ	htae
4452	それ	[こそあど]	ມັນ	man
4453	それ	[こそあど]	ອັນນັ້ນ	an nan2
4454	それから	それから	ຫລັງຈາກນັ້ນ	hlang jaak nan2
4455	それくらい	[こそあど]	ປານນັ້ນ	paan nan2
4456	それぞれ	それぞれ	ແຕ່ລະ	tae1 la
4457	それだけ	[こそあど]	ເທົ່ານັ້ນ	thao1 nan2
4458	それで	（～、）それで	ເພາະສະນັ້ນ	pho' sa nan2
4459	それでは	それでは	ຄັນຊັ້ນ	khan xan2
4460	それでも	それでも（～が）ある	ຍັງມີ	nyang mii
4461	それでも	それでも	ແຕ່ວ່າ	tae1 waa1
4462	それとも	それとも	ຫລື	hleu
4463	それとも	それとも	ຫລືວ່າ	hleu waa1
4464	それに	それに	ນອກຈາກນັ້ນ	nohk jaak nan2
4465	それほど	[こそあど]	ສ່ຳນັ້ນ	sam1 nan2
4466	それほどない	それほど（～ない）	ບໍ່ປານໃດ	boh1 paan day
4467	それら	[こそあど]	ທັງຫມົດນັ້ນ	thang hmot nan2
4468	そろう	揃う	ມາລວມກັນ	maa luam kan
4469	そろう	揃う	ລວມກັນ	luam kan
4470	そろえる	揃える	ວາງໃຫ້ເປັນລະບຽບ	waang hhay2 pen la biap
4471	そろばん	算盤	ລູກຄິດ	luuk khit
4472	そろもんしょとう	ソロモン諸島	ຫມູ່ເກາະໂຊໂລມົງ	hmuu1 ko' xoo loo mong
4473	そん	損	ເສຍຫາຍ	sia hhaay
4474	そんがい	損害	ຄວາມເສຍຫາຍ	khwaam sia hhaay
4475	そんけい	尊敬	ນັບຖື	nap hteu
4476	そんけい	尊敬	ເຄົາລົບ	khao lop
4477	そんざい	存在	ມີ	mii
4478	そんちょう	村長	ນາຍບ້ານ	naay baan2
4479	そんな	[こそあど]	ຊະນິດນັ້ນ	xa nit nan2
4480	そんなに	[こそあど]	ຈຶ່ງ	jueng1
4481	そんなに	[こそあど]	ແບບນັ້ນ	baep nan2
4482	そんなにない	そんなに（～ない）	ບໍ່ປານໃດ	boh1 paan day
4483	そんなふうに	[こそあど]	ຄືນັ້ນ	keu nan2
4484	そんなふうにして	[こそあど]	ແບບນັ້ນ	baep nan2
4485	た	田	ທົ່ງນາ	thong1 naa
4486	た	田	ນາ	naa
4487	た	た	ແລ້ວ	laew2
4488	た	た	ໄດ້	dai2
4489	だ	（～）だ	ເປັນ	pen
4490	だ	（～）だ	ແມ່ນ	maen1
4491	だ	だ	ແລ້ວ	laew2
4492	だ	だ	ໄດ້	dai2
4493	だーす	ダース	ໂຫລ	hloo
4494	たい	対	ກັບ	kap
4495	たい	たい	ຢາກ	yaak
4496	たい	タイ	ໄທ	thai
4497	だい	（何）台	(ຈັກ)ຄັນ	khan
4498	だい	（何）台	(ຈັກ)ເຄື່ອງ	kheuang1
4499	だい	（～）代	ຄ່າ	khaa1
4500	だい	台	ຖານ	htaan
4501	だい	第	ທີ່	thii1
4502	だい	大	ໃຫຍ່	hyay1
4503	たいいく	体育	ຄວາມຮູ້ດ້ານກິລາ	khwaam huu2 daan2 ki laa
4504	たいいくかん	体育館	ໂຮງຢີມ	hoong yiim
4505	たいいん	退院	ອອກໂຮງຫມໍ	ohk hoong hmoh
4506	だいえっと	ダイエット	ລົດນ້ຳຫນັກ	lot nam2 nak
4507	たいおう	対応	ປະຕິບັດຕາມ	pa ti bat taam
4508	たいおう	対応	ປະຕິບັດໂຕ	pa ti bat too
4509	たいおう	対応	ຮັບຜິດຊອບ	hap hpit xohp
4510	たいおん	体温	ຄວາມຮ້ອນ	khwaam hohn2
4511	たいおんけい	体温計	ບາຫລອດ	baa hloht
4512	たいかい	大会	ງານ	ngaan
4513	たいかく	対角	ມຸມກົງກັນຂ້າມ	mum kong kan hkaam2
4514	たいかく	体格	ໂຄງສ້າງ	khoong saang2
4515	だいがく	大学	ມະຫາວິທະຍາໄລ	ma hhaa wi tha nyaa lai
4516	だいがくせい	大学生	ນັກສຶກສາ	nak suek saa
4517	たいかくせん	対角線	ເສັ້ນເນັ່ງຈອມ	sen2 neng1 johm
4518	だいきん	代金	ເງິນຄ່າ	ngoen khaa1
4519	だいく	大工	ຊ່າງໄມ້	xaang1 mai2
4520	たいくつ	退屈	ເບື່ອ	beua1
4521	だいけい	台形	ຮູບຄາງຫມູ	huup khaang hmuu
4522	たいこ	太鼓	ກອງ	kohng
4523	だいこん	大根/ダイコン	ຫົວຜັກກາດຂາວ	hhua hpak kaat hkaaw
4524	たいし	大使	ທູດ	thuut
4525	だいじ	大事	ສຳຄັນ	sam khan
4526	たいしかん	大使館	ສະຖານທູດ	sa htaan thuut
4527	たいした	大した	ຍິ່ງໃຫຍ່	nying1 hyay1
4528	たいしゅう	大衆	ສາທາລະນະຊົນ	saa thaa la na xon
4529	たいじゅう	体重	ນ້ຳຫນັກ	nam2 hnak
4530	たいしょう	対象	ຈຸດຫມາຍ	jut hmaay
4531	たいしょう	対称	ເຄິ່ງຄື	khoeng1 kheu
4532	たいしょう	対象	ເປົ້າຫມາຍ	pao2 hmaay
4533	だいじょうぶ	大丈夫	ບໍ່ເປັນຫຍັງ	boh1 pen hyang
4534	たいしょく	退職	ກະສຽນ	ka sian
4535	だいじん	大臣	ລັດຖະມົນຕີ	lat hta mon tii
4536	だいず	大豆	ຖົ່ວເຫລືອງ	hmaak htua1 hleuang
4537	たいすい	耐水	ທົນນ້ຳ	thon nam2
4538	たいせいよう	大西洋	ມະຫາສະມຸດ​ອັດ​ລັງ​ຕິກ	ma kka sa mut at lang tik
4539	たいせき	体積	ປໍລິມາດ	poh li maat
4540	たいせつ	大切	ສຳຄັນ	sam khan
4541	たいせつにおもう	大切に・思う	ຄິດວ່າສຳຄັນ	khit waa1 sam khan
4542	たいそう	体操	ກາຍບໍລິຫານ	kaay boh li haan
4543	だいたい	大体	ປະມານ	pa maan
4544	だいたい	大体	ເກືອບຈະ	keuap ja
4545	だいだい	だいだい	ຫມາກກ້ຽງ	hmaak kiang2
4546	だいちょう	大腸	ລໍາໄສ້ໃຫຍ່	lam sai2 hhnyay1
4547	たいてい	大抵	ສ່ວນຫລາຍ	suan1 hlaay
4548	たいど	態度	ກິລິຍາ	ki li nyaa
4549	だいとうりょう	大統領	ປະທານປະເທດ	pa thaan pa theet
4550	だいどころ	台所	ຫ້ອງຄົວ	hohng2 khua
4551	だいどころ	台所	ເຮືອນຄົວ	heuan khua
4552	だいにじせかいたいせん	第二次世界大戦	ສົງຄາມໂລກຄັ້ງທີສອງ	song khaam look khang2 thii sohng
4553	だいひょう	代表	ຕາງຫນ້າ	taang hnaa2
4554	だいひょうてき	代表的	ມີຊື່ສຽງ	mii xeu1 siang
4555	だいびんぐ	ダイビング	ມຸດນ້ຳ	mut nam2
4556	たいぷ	タイプ	ພິມດີດ	phim dit
4557	だいぶ	大分	ພໍສົມຄວນ	phoh som khuan
4558	たいふう	台風	ພະຍຸໄຕ້ຝຸ່ນ	hpa nyu tai2 pfum1
4559	たいぷらいたー	タイプ・ライター	ເຄື່ອງພິມດີດ	kheuang1 phim diit
4560	たいへいよう	太平洋	ມະຫາສະມຸດປາຊິຟິກ	ma kka sa mut paa xi fik
4561	たいへん	大変ですね	ລຳບາກເນາະ	
4562	たいへん	大変	ຫລາຍ	hlaay
4563	だいべん	大便	ອຸດຈາລະ	ut jaa la
4564	たいへんありがとう	大変有難う	ຂອບໃຈຫລາຍໆ	hkohp jay hlaay #
4565	たいほ	逮捕	ຈັບ	jap
4566	たいほ	逮捕	ຈັບໄດ້	jap dai2
4567	だいめい	題名	ຫົວຂໍ້	hhua hkoh2
4568	だいめい	題名	ຫົວເລື່ອງ	hhua leuang1
4569	たいもう	体毛	ຂົນ	hkon
4570	たいや	タイヤ	ຢາງລົດ	yaang lot
4571	だいやもんど	ダイヤモンド	ເພັດ	phet
4572	たいよう	太陽	ຕາເວັນ	taa wen
4573	たいようけい	太陽系	ລະບົບສຸລິຍາ	la bop su li nyaa
4574	たいら	平ら	ຮາບພຽງ	haap phiang
4575	だいり	代理	ແທນ	thaen
4576	たいりく	大陸	ທະວີບ	tha wiip
4577	たいりつ	対立	ປະເຊີນຫນ້າ	pa xern hnaa2
4578	だいりにん	代理人	ຕົວແທນ	tua thaen
4579	たいる	タイル	ກະໂລ້	ka loo2
4580	たいわん	台湾	ໄຕ້ຫວັນ	tai2 hvan
4581	たえず	絶えず	ບໍ່ຢຸດ	boh1 yut
4582	たえる	耐える	ອົດທົນ	ot thon
4583	だえんけい	楕円形	ມົນຮູບໄຂ່	mon huup hki
4584	たおす	倒す	ເຮັດໃຫ້ລົ້ມ	het hhay2 lom2
4585	たおる	タオル	ຜ້າເຊັດ	hpaa2 xet
4586	たおれる	倒れる	ລົ້ມ	lom2
4587	たかい	高い	ສູງ	suung
4588	たかい	高い	ແພງ	phaeng
4589	たがい	互い	ຊຶ່ງກັນແລະກັນ	xueng1 kan le' kan
4590	たがいに	互いに	ກັນ	kan
4591	たかさ	高さ	ຄວາມສູງ	khwaam suung
4592	たがやす	耕す	ໄຖ	htai
4593	たがやす	耕す	ໄຖນາ	htai naa
4594	だから	だから	ເພາະສະນັ້ນ	pho' sa nan2
4595	たからくじ	宝くじ	ຫວຍ	hhuay
4596	たがる	たがる	ຄິດຮອດ	khit hoht
4597	たがる	たがる	ຢາກ	yaak
4598	たき	滝	ນ້ຳຕົກ	nam2 tok
4599	たく	（米を）炊く	ຫຸງ(ເຂົ້າ)	hhung
4600	だく	抱く	ກອດ	koht
4601	だく	抱く	ອູ້ມ	uum2
4602	たくさん	たくさん	ຫລາຍ	hlaay
4603	たくしー	タクシー	ແທັກຊີ	the'k xii
4604	たくしーうんてんしゅ	タクシー運転手	ຄົນຂັບລົດແທັກຊີ	khon hkap lot the'k xii
4605	たくしーのりば	タクシー乗り場	ຄິວລົດແທັກຊີ	khiw lot the'k xii
4606	たくわえる	蓄える	ສະຫງວນໄວ	sa hnguan
4607	たけ	丈	ຄວາມຍາວ	khwaam nyaaw
4608	たけ	竹/タケ	ໄມ້ໄຜ່	mai2 hpai1
4609	だけ	（する）だけ	(ເຮັດ)ຊື່ໆ	xeu1 #
4610	だけ	（ひとつ）だけ	ດຽວ	diaw
4611	だけ	（これ）だけ	ເທົ່າ(ນີ້)	thao1 nii2
4612	たけい	た形	ຮູບສົມບູນ	huup som buun
4613	だけど	だけど	ແຕ່ວ່າ	tae1 waa1
4614	たけのこ	竹の子	ຫນໍ່ໄມ້	hnoh1 mai2
4615	たけのこすーぷ	竹の子スープ	ແກງຫນໍ່ໄມ້	kaeng hnoh1 mai2
4616	たけひご	竹ひご	ດິ້ວໄມ້ໄຜ່	diw2 mai2 hpai1
4617	たけん	他県	ຕ່າງແຂວງ	taang1 hkwaeng
4618	たこ	蛸/タコ	ປາມຶກຍັກ	paa muek nyak
4619	たこ	凧	ວ່າວ	waaw1
4620	たしか	確か	ແທ້	thae2
4621	たしか	確か	ແນ່ໃຈ	nae1 jay
4622	たしかめる	確かめる	ກວດ	kuat
4623	たしかめる	確かめる	ກວດຄົ້ນ	kuat khon2
4624	たしかめる	確かめる	ຄົ້ນ	khon2
4625	たじきすたん	タジキスタン	ຕັດຊິກກິດສະຖານ	tat xik kit xa thaan
4626	たしざん	足し算	ເລກບວກ	leek buak
4627	たす	足す（=＋）	ບວກ	buak
4628	だす	出す	ອອກ	ohk
4629	だす	出す	ເອົາອອກ	ao ohk
4630	たすう	多数	ສ່ວນຫລາຍ	suan1 hlaay
4631	たすける	助ける	ຊ່ວຍ	xuay1
4632	たすける	助ける	ຊ່ວຍເຫລືອ	xuay1 hleua
4633	たずねる	尋ねる	ຖາມ	htaam
4634	たずねる	訪ねる	ຢາມ	yaam
4635	たずねる	訪ねる	ໄປຢ້ຽມ	pai yiam2
4636	ただ	只	ບໍ່ເສຍຄ່າ	boh1 sia khaa1
4637	ただ	只	ລ້າໆ	laa2 #
4638	たたかう	戦う	ສູ້	suu2
4639	たたく	叩く	ຕີ	tii
4640	たたく	叩く	ຕົບ	top
4641	たたく	叩く	ຟາດ	faat
4642	ただし	但し	ແຕ່ວ່າ	tae1 waa1
4643	ただしい	正しい	ຖືກ	hteuk
4644	ただしい	正しい	ຖືກຕ້ອງ	hteuk tohng2
4645	たたむ	畳む	ພັບ	phap
4646	たちあがる	立ち上がる	ຢືນ	yeun
4647	たちいりきんし	立ち入り禁止	ຫ້າມເຂົ້າ	hhaam2 hkao2
4648	たちまち	たちまち	ທັນທີ	than thi
4649	だちょう	ダチョウ	ນົກກະຈອກເທບ	nok ka johk theep
4650	たつ	竜/タツ	ພະຍານາກ	pha nyaa naak
4651	たつ	竜/タツ	ມັງກອນ	mang kohn
4652	たつ	立つ	ຢືນ	yeun
4653	たつ	絶つ	ເຊົາ	xao
4654	たつ	経つ	ເລີຍ	lery
4655	たっきゅう	卓球	ປິງປ່ອງ	bing pohng4
4656	だっしめん	脱脂綿	ສຳລີ	sam lii
4657	たっする	達する	ໄປເຖິງ	pai htoeng
4658	たった	たった	ພຽງແຕ່	phiang tae1
4659	だった	（～）だった	ແມ່ນແລ້ວ	maen1 laew2
4660	たつどし	辰年	ປີມະໂລງ	pii ma loong
4661	たつまき	竜巻	ລົມຜີຫົວກຸດ	lom hpii hhua kut
4662	だつもう	脱毛	ຫລົກຂົນ	hlok hkon
4663	たて	縦	ແນວຕັ້ງ	naew tang2
4664	たてもの	建物	ຕຶກ	tuek
4665	たてもの	建物	ໂຮງ	hoong
4666	たてる	建てる	ກໍ່ສ້າງ	koh1 saang2
4667	たてる	建てる	ປຸກສ້າງ	puk saang2
4668	たとえ	例え	ຕົວຢ່າງ	tua yaang1
4669	たとえ	例え（～でも）	ເຖິງແມ່ນວ່າ	htoeng maen1 waa1
4670	たとえ	例え（～でも）	ແມ່ນກະທັ້ງແຕ່	maen1 ka thang2 tae1
4671	たとえば	例えば	ຕົວຢ່າງ	tua yaang1
4672	たとえば	例えば	ເຊັ່ນ	xen1
